,tweets,sentiment,subjectivity,type
1088,Waiting onandto do multiple reports about #BloombergBots trying to meddle with the… ,0.0,0.0,Neutral
1645,#California #Voters #Voting #NPP #Politics #Election2020 #Independents #Bernie2020 #BernieBeatsTrump #NotMeUs… ,0.0,0.0,Neutral
1086," Damn, I've been had! Praising #Mike2020 daily4free! I must be #Patriot! Don't want2lose #Election2020! #Russians helping #B…",0.0,0.0,Neutral
1085,Waiting onandto do multiple reports about #BloombergBots trying to meddle with the… ,0.0,0.0,Neutral
1084," A President who answered to Vlad Was valuable as his comrade.In a state of delusion,His Russian collusionProved his treas…",0.0,0.0,Neutral
1082,This just happened #bernie #feelthebern #Bernie2020 #berniesanders2020 #Bernie2020 #voteblue #voteblue2020… ,0.0,0.0,Neutral
1648, The agreement would prevent the volunteers from speaking to the media. |#Election2020 #NevadaCaucus #Nevada…,0.0,0.0,Neutral
1080, 🗣👁📢𝟚𝟘𝟚𝟘: 𝕋𝕙𝕖 𝕐𝕖𝕒𝕣 𝕠𝕗 𝔸𝕔𝕥𝕚𝕧𝕚𝕤𝕞#Election2020 #Vote2020 #USA #1A ,0.0,0.0,Neutral
1079,There is no one hope. There is only all of us deciding that we’re going to unite and GET OUT THE VOTE. Stop looking… ,0.0,1.0,Neutral
1078, Here we go... flip this switch!,0.0,0.0,Neutral
1077,Shout out tofor applying the pressure.,0.0,0.0,Neutral
1076,If the 104 million Americans that were eligible-but didn't vote last election end up stayin… ,0.0,0.06666666666666667,Neutral
1075,2020 Presidential Election News Update🗞:Roger Stone moves to disqualify judge in last-ditch bid to avoid prison… ,0.0,0.0,Neutral
1074, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,0.0,0.0,Neutral
1090,RT : Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016 …,0.0,0.0,Neutral
1073,"Hats off to Lucie LaPointe Volotzky running in CA 38th assembly district. She SEIZED THE MOMENT, during an intervie… ",0.0,0.0,Neutral
1093,"Bernie attacked Planned Parenthood, voted against the Brady bill, attacks the media, attacks the democratic party,… ",0.0,0.0,Neutral
1637, Just like your anti-democracy campaign is trying to interfere with the Democratic primaries.Your… ,0.0,0.0,Neutral
1113,So how is Russia helping Bernie and Trump? That doesn't make a lick of sense. I think thats a fissinformation campa… ,0.0,0.0,Neutral
1112, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,0.0,0.0,Neutral
1111, Go caucus. Find your site here: If you wanna know why you have to go to the site in your neig…,0.0,0.0,Neutral
1628,"u guys can report #DemocraticSocialist accusingof Election Fraud by clicking on ""Report This Tweet &gt;&gt; This… ",0.0,0.0,Neutral
1108, the do nothing PresidentIs not working instead he's yapping about #RussianInterference in the #Electi…,0.0,0.0,Neutral
1107,"Lucie Volotzky,, Republican candidate for CA 38th assembly seat SEIZED THE MOMENT, during… ",0.0,0.0,Neutral
1629,The agreement would prevent the volunteers from speaking to the media. |#Election2020… ,0.0,0.0,Neutral
1630,Don't take your vote with you!Check your vote and put your vote in the ballot box!You can be a Texas voter with… ,0.0,0.0,Neutral
1103,#Trump opts to buy #Election2020 votes from underwater #American farmers with government handouts. #QuidProQuo… ,0.0,0.0,Neutral
1101," [PROGRAMME : La roche, ville responsable]Quelles actions 💪pour la qualité de l’air ?▶️Mettre en place un plan de déplaceme…",0.0,0.0,Neutral
1100," [PROGRAMME : La roche, ville responsable]Quelles actions 💪pour l'agriculture ?▶️Acquérir des terres agricoles en partenari…",0.0,0.0,Neutral
1860," ""Socialists don’t like people to do things for themselves. Socialists like to get people dependent on the state. You never build a…",0.0,0.0,Neutral
1098," Bernie attacked Planned Parenthood, voted against the Brady bill, attacks the media, attacks the democratic party, suppo…",0.0,0.0,Neutral
1097," Bernie attacked Planned Parenthood, voted against the Brady bill, attacks the media, attacks the democratic party, suppo…",0.0,0.0,Neutral
1096,♥️🤣#SesameStreet #CookieMonster #Election2020,0.0,0.0,Neutral
1638,This needs to be on billboards now - Bernie will be disaster nominee. And in next debates… ,0.0,0.0,Neutral
1115," This entire thread: what is in the #BestInterestOfTheChild? 45's ""immigration policy"" has nothing to do with that conc…",0.0,0.625,Neutral
1072, Here we go... flip this switch! ,0.0,0.0,Neutral
1658, . is voting for . Here’s why. #Election2020 ,0.0,0.0,Neutral
1678,"Nevada Independent: While A Sanders Victory Seems Likely, no One Knows How Nevada’s Democratic Caucus Will go Other… ",0.0,0.5625,Neutral
1042, Here we go... flip this switch! ,0.0,0.0,Neutral
1684, The establishment through whose eyesreports on politics refuses to acknowledge the basis of Sanders’ support becau…,0.0,0.0,Neutral
1040,RT : Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016 …,0.0,0.0,Neutral
1685, Your thoughts?,0.0,0.0,Neutral
1686, Perhaps if thecould bring itself to hire people who didn't go to Yale and who were not from the upper middle cl…,0.0,0.0,Neutral
1036, Here we go... flip this switch!,0.0,0.0,Neutral
1688,This one constantly is scrubbed too. Why I have no idea. #TulsideservesOurVote singing with her husband? TwitterCen… ,0.0,0.3333333333333333,Neutral
1034, Here we go... flip this switch!,0.0,0.0,Neutral
1033, Here we go... flip this switch!,0.0,0.0,Neutral
1032,Let’s all believe whatever is convenient for the Bernie haters.I think we’ll get something like thedeclaring… ,0.0,0.0,Neutral
1031, Trump2020 ❤❤#Election2020 GO TRUMP ,0.0,0.0,Neutral
1030," None of the above!Only Pres Donald Trump!He’s the Best!PROMISES MADE, PROMISES KEPT!!!",0.0,0.0,Neutral
1029, Here we go... flip this switch!,0.0,0.0,Neutral
1027,#Election2020 Is anyone you know contributing to theTrump 2020 Presidential Campaign?Check the map at:… ,0.0,0.0,Neutral
1044, Yes. This. ,0.0,0.0,Neutral
1070,Why hasn't Trump even bothered to pretend to taks such as stance as Bernie Sanders did?#election2020 #2020Election,0.0,0.5,Neutral
1677, 10 Reasons Why You Should Reject Socialism - TFP Student Actionplease read &amp; share #social…,0.0,0.0,Neutral
1674, Currently trending as the #8 Rap Album on #iTunes - please go support(Bryson Gray) and grab his latest…,0.0,0.4,Neutral
1065,"In this #Election2020 all women(that includes Melania &amp; Ivanka) are going to vote for Bernie Sanders,because no bod… ",0.0,0.0,Neutral
1063, Will there be the same rules for trump campaign? #Election2020,0.0,0.125,Neutral
1062, Here we go... flip this switch!,0.0,0.0,Neutral
1061,,0.0,0.0,Neutral
1667, . is voting for . Here’s why. #Election2020 ,0.0,0.0,Neutral
1668,??And they sayis racist!! I have been saying this for last 5 years!! #Bernie and his lowlife fol… ,0.0,0.06666666666666667,Neutral
1669,"Rush Limbaugh is a bastard for all I care , what does Rush know about Family Values ??? Hmm ?? To me ?? NOTHING!!!!… ",0.0,0.0,Neutral
1670, . is voting for . Here’s why. #Election2020 ,0.0,0.0,Neutral
1056, Trump2020 ❤❤#Election2020 GO TRUMP ,0.0,0.0,Neutral
1671, #ThanksMom #Mom #Mother#ThanksYang #ThanksBernie#Yang2020 #BernieSanders2020 #YangGang #NotMeUs#NevadaCaucus #Nevada…,0.0,0.0,Neutral
1054, Let’s all believe whatever is convenient for the Bernie haters.I think we’ll get something like thedeclaring victory…,0.0,0.0,Neutral
1672,#TulsiStrong,0.0,0.0,Neutral
1052, Here we go... flip this switch!,0.0,0.0,Neutral
1051,RT : #BeReady #Election2020 The #SocialMedia wars have begun. ,0.0,0.0,Neutral
1673, Chuckie- it’s driven by the democrats and their desire to ignore Americans for illegals. Not to mentio… ,0.0,0.0,Neutral
1676, Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016#Election…,0.0,0.0,Neutral
1025, Here we go... flip this switch!,0.0,0.0,Neutral
1623,My #NevadaCaucus site &amp; where my son will attend HS in a couple years.#FirstInTheWest #BestInTheWest #LasVegas… ,0.0,0.0,Neutral
1118," Damn, I've been had! Praising #Mike2020 daily4free! I must be #Patriot! Don't want2lose #Election2020! #Russians helping #B…",0.0,0.0,Neutral
1188,The Federal Government will not protect the 2020 election. The states have to do it. The Governors should be meetin… ,0.0,0.0,Neutral
1573, Down-Ballot Republicans Watch With Glee as Sanders Gains Steam #Election2020 ,0.0,0.0,Neutral
1575, Your thoughts?,0.0,0.0,Neutral
1185," Looks like...less than 3 weeks!👌🏻🤣👍🏻 Never stop being you, ...with each shovel load of #RussianCollusion you heap…",0.0,0.0,Neutral
1184," possibility it ever happens to assist it, but I digress. I do declare… ",0.0,0.0,Neutral
1576, #ThanksMom #Mom #Mother#ThanksYang #ThanksBernie#Yang2020 #BernieSanders2020 #YangGang #NotMeUs#NevadaCaucus #Nevada…,0.0,0.0,Neutral
1180,"If there’s any Russian Interference in #Election2020, it’s on behalf of #Bernie2020 andare doing the… ",0.0,0.0,Neutral
1577,_ …,0.0,0.0,Neutral
1176,Trump IS the swamp...aiming for dictatorship using methods similar to HItler...interesting comments by Patti Davis… ,0.0,0.4,Neutral
1175,"#Election2020: 0Y, 08M, 11D#NeverStopFighting for #Freedom, #Justice + #Equality!#VoteBlue!#Vote for #Democrats!#Progress#USA",0.0,0.0,Neutral
1174,The view today....#emerson #ralphwaldoemerson #ralphwaldoemersonquotes #politics #america #election2020… ,0.0,0.0,Neutral
1173,Every candidate and every citizen must read this. #truml #SaturdayThoughts #maga #OnlyBernie #KAG… ,0.0,0.0,Neutral
1172, 🗣👁📢𝟚𝟘𝟚𝟘: 𝕋𝕙𝕖 𝕐𝕖𝕒𝕣 𝕠𝕗 𝔸𝕔𝕥𝕚𝕧𝕚𝕤𝕞#Election2020 #Vote2020 #USA #1A ,0.0,0.0,Neutral
1578, This verse hints at same facts -&gt;,0.0,0.125,Neutral
1580, Citizen leaders are organizing - Join us in the fightand the #TruthBotBrigade,0.0,0.0,Neutral
1189, Here we go... flip this switch! ,0.0,0.0,Neutral
1169,"A unas horas de las primarias de #Nevada, ⁦⁩ lanza promocional en español. El voto hispano será funda… ",0.0,0.0,Neutral
1191,"Jim Naureckas: ""[The corporate media are] frightened by the fact that politicians are running and succeeding withou… ",0.0,0.0,Neutral
1193," You're in fantasyland, .",0.0,0.0,Neutral
1211," Jim Naureckas: ""[The #CorporateMedia are] frightened by the fact that politicians are running and succeeding without thei…",0.0,0.0,Neutral
1210, you should do a comb forward like#Election2020,0.0,0.0,Neutral
1209, In Vegas helping with the caucus and built this to help people find their polling location. See you tomor… ,0.0,0.0,Neutral
1208, Here we go... flip this switch!,0.0,0.0,Neutral
1206," Looks like...less than 3 weeks!👌🏻🤣👍🏻 Never stop being you, ...with each shovel load of #RussianCollusion you heap…",0.0,0.0,Neutral
1205, if elected President would you pressure China to stop using coal and expanding their coal usage or w… ,0.0,0.0,Neutral
1204,RT : 🇺🇲 Politique / cyber sécurité : la #Russie soutient Bernie #Sanders et tente d'interférer dans l'élection afin qu'il soit…,0.0,0.0,Neutral
1203,.CC ,0.0,0.0,Neutral
1202, Mais ta gueule,0.0,0.0,Neutral
1201," scenario awins #Election2020, I cannot see how all of t… ",0.0,0.0,Neutral
1567, Twitter suspends 70 Bloomberg-boosting accounts for violating company policy #Election2020 ,0.0,0.0,Neutral
1571," ""Socialists don’t like people to do things for themselves. Socialists like to get people dependent on the state. You never build a…",0.0,0.0,Neutral
1197,RT :#HandMarkedPaperBallots #Election2020 ,0.0,0.0,Neutral
1195,"Jim Naureckas: ""[The #CorporateMedia are] frightened by the fact that politicians are running and succeeding withou… ",0.0,0.0,Neutral
1572," ""Socialists don’t like people to do things for themselves. Socialists like to get people dependent on the state. You never build a…",0.0,0.0,Neutral
1192,#TrumpIsARussianAsset #RussianInterference #Election2020 #corruption #DonaldTrump #DrainTheSwamp #AmericaFirst… ,0.0,0.0,Neutral
1622,#foreignpolicy #DonaldTrump #NorthKorea #Iran #Election2020 #EditorialBalance,0.0,0.0,Neutral
1168,🗣👁📢𝟚𝟘𝟚𝟘: 𝕋𝕙𝕖 𝕐𝕖𝕒𝕣 𝕠𝕗 𝔸𝕔𝕥𝕚𝕧𝕚𝕤𝕞#Election2020 #Vote2020 #USA #1A ,0.0,0.0,Neutral
1165, Here we go... flip this switch!,0.0,0.0,Neutral
1604, #BeATexsVoter #FortBendVotes #Election2020 #SuperTuesday #DefendindDemocracy #EmpoweringVoters ,0.0,0.0,Neutral
1139, Trump2020 ❤❤#Election2020 GO TRUMP ,0.0,0.0,Neutral
1607,For #God For #Freedom and For the Fella #Americans #Election2020 #USA #America,0.0,0.0,Neutral
1137,"To end this #CrimeMinisters #MurderousReign, concentrate on the #SoCalled #Independents that are #Aiding &amp; #Abeting… ",0.0,0.0,Neutral
1608, Here we go... flip this switch!,0.0,0.0,Neutral
1132, Here we go... flip this switch!,0.0,0.0,Neutral
1131,US election 2020: Sanders 'told of Russian effort to aid his campaign'#US #Election2020… ,0.0,0.0,Neutral
1619,MSM has to vet and Dem candidates vet him too… ,0.0,0.0,Neutral
1127,So how is Russia helping Bernie and Trump? That doesn't make a lick of sense. I think thats a dissinformation campa… ,0.0,0.0,Neutral
1125, Here we go... flip this switch!,0.0,0.0,Neutral
1124,"To end this #CrimeMinisters #MurderousReign, concentrate on the #SoCalled #Independents that are #Aiding &amp; #Abeting… ",0.0,0.0,Neutral
1123,"Yes, indeed, #Russia _ trying to sow #hatred, #confusion, #mistrust, and #arguments throughout the #USA They m… ",0.0,0.0,Neutral
1122,So how is Russia helping Bernie and Trump? That doesn't make a lick of sense. I think thats a dissinformation campa… ,0.0,0.0,Neutral
1121, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,0.0,0.0,Neutral
1120, Everyone the DNC opposes...__ #MEMES #memesdaily #voting #conservatives #trump2020 #kag2020 #kag #el…,0.0,0.0,Neutral
1141," ""Medicare for All"" is a key issue in the 2020 election. Candidates are considering the government's role in providing health…",0.0,1.0,Neutral
1166,@_Do Not Take the American Dream from the American children #Election2020 #USA #AmericaFirst #America,0.0,0.0,Neutral
1142,"Ruling Class &amp; Administrative State ""freaking""over the #FakeRussiaHOAX2020. 100M#WokeFolkAmericans NOT falling fo… ",0.0,0.0,Neutral
1144, #PresidentSanders#BernieWonIowa #BernieWonNewHampshire#BernieBeatsTrump#BerniesGonnaWin#NevadaCaucus #SouthCarolina#Fe…,0.0,0.0,Neutral
1164, Trump2020 ❤❤#Election2020 GO TRUMP ,0.0,0.0,Neutral
1582,Don’t allow yourself to be the last to know. #goodreads #CyberAttack #iot #Election2020 # ,0.0,0.06666666666666667,Neutral
1583, Join us in the fightand the #TruthBotBrigade,0.0,0.0,Neutral
1161,Heyhow is the #Election2020 going? You’ll getting what you want?,0.0,0.0,Neutral
1585, Calling on Christians to FLIP THIS POLL!! Please &amp; Thank you I hope you have a blessed day.,0.0,0.0,Neutral
1159, This just happened #bernie #feelthebern #Bernie2020 #berniesanders2020 #Bernie2020 #voteblue #voteblue2020 #election2020 #…,0.0,0.0,Neutral
1158, Here we go... flip this switch!,0.0,0.0,Neutral
1586,Follow the watch party on our Facebook page! 🙌🏾🙌🏾🙌🏾#BlackHistoryMonth #asalh2020 #BHM #BlackVote2020… ,0.0,0.0,Neutral
1156,RT : #DeleteFacebook,0.0,0.0,Neutral
1155,2020 Presidential Election News Update🗞:6 things to watch in tonight's Nevada caucuses#Election2020 #News,0.0,0.0,Neutral
1587, The intent of #TruthBot is to use civic techn to create a white hat #bot brigade that will protect underrepresented ppl fr…,0.0,0.0,Neutral
1589,I don’t see coronavirus on my mail-in ballot. #coronavirus #Election2020,0.0,0.0,Neutral
1152,This just happened #bernie #feelthebern #Bernie2020 #berniesanders2020 #Bernie2020 #voteblue #voteblue2020… ,0.0,0.0,Neutral
1594, This rhyme is also on point -&gt;,0.0,0.0,Neutral
1598, Brawl breaks out at a #BernieSanders Colorado Rally on Sunday over when a supporter of the Vermont senator confronted anoth…,0.0,0.0,Neutral
1603,2020 Watch-Just In: The February fundraising haul bycontinues... #2020Election #Election2020… ,0.0,0.0,Neutral
1099, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,0.0,0.0,Neutral
1891, . is voting for . Here’s why. #Election2020 ,0.0,0.0,Neutral
774,…,0.0,0.0,Neutral
272,I would not vote for President,0.0,0.0,Neutral
271,"Yesterday, today. #ElectionSecurity #Election2020 #RussianCoup ",0.0,0.0,Neutral
270, ** POLL **If Bernie Sanders was the Democratic Nominee how would you vote?#Election2020,0.0,0.0,Neutral
269," Looks like...less than 3 weeks!👌🏻🤣👍🏻 Never stop being you, ...with each shovel load of #RussianCollusion you heap…",0.0,0.0,Neutral
2172,Es wird nur noch schlimmer:#DonaldTrump #RichardGrenell… ,0.0,0.0,Neutral
267,This could be the race for president of the United States of America. 🤪🤯 #politics #demdebate #PoliticsToday #USA… ,0.0,0.0,Neutral
266, Where have we heard Russia before.... 🤔JK. They're pivoting back. #Election2020 ,0.0,0.0,Neutral
265, How will you cast your VOTE in the 2020 Presidential election if your choice is NOT the candidate?#Bernie #Biden #Bloo…,0.0,0.0,Neutral
264, Get this ,0.0,0.0,Neutral
2173, Congrats tofor this launch! ,0.0,0.0,Neutral
262, The truth that #msnbc n #CNN won’t show you!#socialism #socialismsucks #berniesanders #bernie2020 #bernie #medicaid #medica…,0.0,0.0,Neutral
260,For the Nevada Caucuses and all upcoming primaries. Say “Alexa open Speak Up America” to receive a text with your p… ,0.0,0.5,Neutral
